timestamp_us,x,y,z,qx,qy,qz,qw,vx,vy,wz,u_steering_angle,u_longitudinal_actuation,ref_traj_0_x,ref_traj_0_y,front_steering_angle,acceleration,x_ref_0,y_ref_0,yaw_ref_0
1100000,0.8023363351821899,0.575744092464447,0.0,0.0,0.0,-0.043689217418432236,0.9990451335906982,0.7927485140438649,-0.2231604464664909,-0.14035285489353186,-0.5116142531716713,0.08633310310916631,0.0688546672463417,-0.5785797238349915,-0.513615141481029,0.09699202881168678,0.06885465979576111,-0.5785796642303467,0.07352685183286667
1200000,0.8817011713981628,0.5682248473167419,0.0,0.0,0.0,-0.050729624927043915,0.9987124800682068,0.8013565933519413,-0.22446667103756868,-0.14117414434836908,-0.49537764092064573,0.06738545537766184,0.07282082736492157,-0.5715698003768921,-0.5020989073380719,0.07829669110858427,0.07282084226608276,-0.5715699195861816,0.08740627765655518
1300000,0.961715817451477,0.5595048069953918,0.0,0.0,0.0,-0.057743269950151443,0.9983315467834473,0.8081188618366633,-0.22167998495857974,-0.13942142482771355,-0.47259478193713766,0.049333816691282964,0.07575753331184387,-0.5634493231773376,-0.4834682613690506,0.060007822952645666,0.07575754821300507,-0.5634494423866272,0.10150285065174103
1400000,1.0421838760375977,0.5496003031730652,0.0,0.0,0.0,-0.0646066889166832,0.9979107975959778,0.8131098890692127,-0.21515040344618905,-0.13531473781143535,-0.4442434078827838,0.03260910464804631,0.07766743749380112,-0.5542471408843994,-0.45869937401656435,0.04270665527520043,0.07766743004322052,-0.5542470812797546,0.11555080115795135
1500000,1.122922420501709,0.5385533571243286,0.0,0.0,0.0,-0.0712089091539383,0.9974614381790161,0.8164502458774421,-0.20530423397684835,-0.12912216661190629,-0.4112748282323817,0.017463635975435602,0.07856922596693039,-0.5440114736557007,-0.42875271704096823,0.02676672316834329,0.07856922596693039,-0.5440114736557007,0.129303440451622
1600000,1.2037665843963623,0.52642822265625,0.0,0.0,0.0,-0.07745338976383209,0.9969959855079651,0.8182884085643546,-0.19261616556455877,-0.12114224502827263,-0.37459945667435374,0.004014582580761568,0.07849711924791336,-0.5328059792518616,-0.39455715258181356,0.012399678879980362,0.07849711924791336,-0.5328059792518616,0.14253845810890198
1700000,1.2845722436904907,0.5133074522018433,0.0,0.0,0.0,-0.08325912058353424,0.9965279698371887,0.8187869816859817,-0.17758324266013056,-0.11168757493427435,-0.3350757855809254,-0.0077173446501297574,0.07750007510185242,-0.5207058787345886,-0.35699710715467864,-0.00030339698642323806,0.07750007510185242,-0.5207058787345886,0.15506207942962646
1800000,1.3652164936065674,0.4992879033088684,0.0,0.0,0.0,-0.08856090158224106,0.9960708618164062,0.818112676132318,-0.16070254319641808,-0.10107078222882779,-0.2935023382876274,-0.017776782078509863,0.07564074546098709,-0.5077939033508301,-0.31690276293766917,-0.011337123528296356,0.0756407380104065,-0.5077939033508301,0.1667112410068512
1900000,1.4455980062484741,0.4844765067100525,0.0,0.0,0.0,-0.09330900013446808,0.9956372380256653,0.8164293949505881,-0.14245339694085962,-0.08959333153622998,-0.2506124804344426,-0.02624913742950413,0.0729946717619896,-0.4941575825214386,-0.27504316643307614,-0.0207534491405014,0.0729946494102478,-0.49415746331214905,0.1773541122674942
2000000,1.5256353616714478,0.4689865708351135,0.0,0.0,0.0,-0.09746836125850677,0.995238721370697,0.8138938089380157,-0.12328426367257755,-0.07753727279681086,-0.2070717145003304,-0.03324164224418339,0.06964779645204544,-0.47988638281822205,-0.23212198033619097,-0.028639231258960857,0.06964781880378723,-0.4798865020275116,0.18688993155956268
2100000,1.6052660942077637,0.45293429493904114,0.0,0.0,0.0,-0.10101734846830368,0.9948848485946655,0.8106527761812392,-0.1036038755269511,-0.06515967015997026,-0.1634767175929403,-0.038871733108127325,0.06569496542215347,-0.46506962180137634,-0.18877531032849582,-0.03510063679932437,0.06569498032331467,-0.4650697410106659,0.19524678587913513
2200000,1.6844444274902344,0.4364359676837921,0.0,0.0,0.0,-0.10394638776779175,0.994583010673523,0.8068421021566573,-0.08377604116295477,-0.052689334071102746,-0.12035622979550566,-0.04325740516486691,0.06123668700456619,-0.44979503750801086,-0.14557146511653996,-0.0402513017183707,0.061236701905727386,-0.4497951567173004,0.20237994194030762
2300000,1.7631393671035767,0.41960540413856506,0.0,0.0,0.0,-0.10625650733709335,0.9943387508392334,0.8025862138156429,-0.06411740126069058,-0.04032540960025933,-0.07817296064828105,-0.046512699464447554,0.05637696012854576,-0.4341479241847992,-0.10301207186132173,-0.044205117772673816,0.056376952677965164,-0.4341478645801544,0.20826898515224457
2400000,1.8413329124450684,0.40255206823349,0.0,0.0,0.0,-0.10795780271291733,0.9941555261611938,0.7979984123588613,-0.04489744511804935,-0.028237386867560346,-0.03732649968538256,-0.04874435998449734,0.05122055113315582,-0.4182101786136627,-0.06153432514445853,-0.04707146318935387,0.05122055113315582,-0.4182101786136627,0.21291494369506836
2500000,1.9190181493759155,0.3853796124458313,0.0,0.0,0.0,-0.10906791687011719,0.9940343499183655,0.7931814121736402,-0.02634013532607498,-0.016566122846905958,0.0018435375384533823,-0.05005224065526918,0.04587031528353691,-0.40206030011177063,-0.021513802391352584,-0.04895370199241109,0.04587031900882721,-0.4020603895187378,0.21633726358413696
2600000,1.99619722366333,0.3681846857070923,0.0,0.0,0.0,-0.10961073637008667,0.9939746856689453,0.7882279647069421,-0.008626644648938482,-0.005425562672405521,0.039053715223671834,-0.05052957197287487,0.04042497277259827,-0.38577306270599365,0.016732102632907236,-0.04994879929830512,0.04042498394846916,-0.3857731521129608,0.21857070922851562
2700000,2.072880268096924,0.35105636715888977,0.0,0.0,0.0,-0.1096150353550911,0.9939740896224976,0.7832214855198394,0.008101188892323495,0.005095087353619395,0.07407288805876401,-0.05026353382579383,0.03497745841741562,-0.3694194555282593,0.05294045852678938,-0.050147541253072005,0.03497745469212532,-0.3694194257259369,0.2196628302335739
2800000,2.1490836143493652,0.3340756297111511,0.0,0.0,0.0,-0.1091134175658226,0.9940293431282043,0.7782366397546407,0.023736992078262804,0.014928925835369498,0.1067181268745043,-0.049336007086196704,0.029612839221954346,-0.3530668020248413,0.08689885201958532,-0.049635090687283,0.029612839221954346,-0.3530668020248413,0.21967150270938873
2900000,2.2248294353485107,0.3173151910305023,0.0,0.0,0.0,-0.10814116150140762,0.9941355586051941,0.7733398184486961,0.038205837775579184,0.024028828789666574,0.1368509745851386,-0.047825583318281364,0.02440749853849411,-0.336778849363327,0.1184415701403033,-0.048492460946116804,0.024407504126429558,-0.3367789387702942,0.21866227686405182
3000000,2.3001434803009033,0.3008396327495575,0.0,0.0,0.0,-0.10673540830612183,0.9942874312400818,0.7685894717688305,0.05146023304937507,0.03236492644614567,0.1643735538949117,-0.04580892183333735,0.01942734606564045,-0.3206157982349396,0.1474457353666296,-0.04679791598080045,0.01942734606564045,-0.3206157982349396,0.21670611202716827
3100000,2.3750550746917725,0.28470557928085327,0.0,0.0,0.0,-0.10493440181016922,0.9944791793823242,0.7640363850181089,0.06347620988754131,0.039922144583358514,0.18922473872446988,-0.04335990358672215,0.014728541485965252,-0.30463409423828125,0.17382746368160717,-0.04462695206030573,0.014728541485965252,-0.30463409423828125,0.21387825906276703
3200000,2.449596405029297,0.26896199584007263,0.0,0.0,0.0,-0.10277673602104187,0.9947044849395752,0.7597239054411262,0.07424963090557567,0.04669788107268881,0.21137667033234295,-0.04055099754698017,0.010356385260820389,-0.288886696100235,0.19753824873356224,-0.04205315383745794,0.010356385260820389,-0.288886696100235,0.21025589108467102
3300000,2.523801326751709,0.2536506950855255,0.0,0.0,0.0,-0.10030090808868408,0.9949571490287781,0.7556881170826614,0.08379276499726926,0.052699852199540306,0.23083128075195508,-0.037453203431461815,0.0063452571630477905,-0.2734229266643524,0.21856143394380162,-0.03914847368427312,0.006345252972096205,-0.2734229266643524,0.20591707527637482
3400000,2.5977048873901367,0.2388067990541458,0.0,0.0,0.0,-0.0975448340177536,0.9952311515808105,0.7519580110608759,0.09213117624666273,0.05794413600419034,0.24761709276102534,-0.03413569751434023,0.002719507087022066,-0.25828829407691956,0.23690889164553805,-0.03598311098075745,0.002719507087022066,-0.25828829407691956,0.20093970000743866
3500000,2.6713428497314453,0.2244592308998108,0.0,0.0,0.0,-0.09454546123743057,0.9955205321311951,0.7485556892370264,0.09930094226530965,0.06245342280837084,0.2617860537937639,-0.030665133271581182,-0.0005061662523075938,-0.24352450668811798,0.25261779995579275,-0.03262502601384388,-0.000506162759847939,-0.24352456629276276,0.1954004466533661
3600000,2.744751453399658,0.21063129603862762,0.0,0.0,0.0,-0.09133853018283844,0.9958198666572571,0.7454965950678831,0.10534622365484068,0.0662554865753715,0.27341068019706516,-0.027105736691574046,-0.003326086327433586,-0.22916924953460693,0.2657476516354205,-0.029139821013984674,-0.003326086327433586,-0.22916924953460693,0.18937376141548157
3700000,2.8179662227630615,0.197341188788414,0.0,0.0,0.0,-0.08795834332704544,0.9961242079734802,0.7427898079330896,0.11031717487477141,0.06938187099042227,0.28258121599986435,-0.023517787776660512,-0.005742971319705248,-0.2152562439441681,0.27637735761073323,-0.025589737442710918,-0.005742971319705248,-0.2152562439441681,0.1829320192337036
3800000,2.891022205352783,0.18460246920585632,0.0,0.0,0.0,-0.08443757146596909,0.9964287877082825,0.7404384133401726,0.11426819105652763,0.07186678682800479,0.2894030398729496,-0.019957279727113135,-0.007766275200992823,-0.20181508362293243,0.2846025421039034,-0.02203307124065288,-0.007766277063637972,-0.20181512832641602,0.17614436149597168
3900000,2.9639532566070557,0.17242459952831268,0.0,0.0,0.0,-0.08080722391605377,0.9967297315597534,0.7384399122959339,0.11725647609447463,0.0737462113801727,0.29399422922783264,-0.01647585811497884,-0.009411840699613094,-0.18887114524841309,0.2905330076059311,-0.01852391891324469,-0.009411840699613094,-0.18887114524841309,0.16907645761966705
4000000,3.0367918014526367,0.16081330180168152,0.0,0.0,0.0,-0.07709651440382004,0.9970236420631409,0.7367867128931364,0.11934089149731318,0.07505716446371898,0.2964831631981685,-0.013119025109723032,-0.01070049125701189,-0.17644573748111725,0.29429028699629245,-0.015110949994993662,-0.010700494050979614,-0.17644578218460083,0.1617908924818039
4100000,3.1095685958862305,0.14977101981639862,0.0,0.0,0.0,-0.07333281636238098,0.997307538986206,0.7354666639795591,0.12058107159005758,0.07583715194343242,0.2970064530057232,-0.009927100876870263,-0.011657146736979485,-0.16455596685409546,0.2960054345096361,-0.011837561736092,-0.011657146736979485,-0.16455596685409546,0.15434618294239044
4200000,3.182312250137329,0.139297217130661,0.0,0.0,0.0,-0.06954168528318405,0.997579038143158,0.734463634332942,0.12103675060837826,0.07612374252099259,0.29570679437486397,-0.0069337237796768805,-0.012309868820011616,-0.1532149314880371,0.2958168555042437,-0.00874098904959826,-0.012309868820011616,-0.1532149314880371,0.14679740369319916
4300000,3.255048990249634,0.129388689994812,0.0,0.0,0.0,-0.06574683636426926,0.9978364109992981,0.7337581361171561,0.12076727469074192,0.07595426081178736,0.29273113011951174,-0.0041661738699490455,-0.01268870197236538,-0.14243172109127045,0.2938683463917268,-0.00585218076168845,-0.012688704766333103,-0.14243175089359283,0.1391957700252533
4400000,3.3278026580810547,0.12003985792398453,0.0,0.0,0.0,-0.061970144510269165,0.9980780482292175,0.7333279492664503,0.11983126505560042,0.07536557550666695,0.28822891188572985,-0.0016455597387112727,-0.012824775651097298,-0.1322115659713745,0.2903072746324743,-0.003195871993340805,-0.012824778445065022,-0.1322115957736969,0.1315886229276657
4500000,3.400594711303711,0.11124298721551895,0.0,0.0,0.0,-0.058231696486473083,0.9983031749725342,0.7331487551112409,0.11828638871332381,0.07439395516561245,0.28235046899658495,0.0006135562630048421,-0.01274967659264803,-0.12255611270666122,0.28528287798176477,-0.0007903741782415429,-0.012749679386615753,-0.12255614250898361,0.12401977926492691
4600000,3.4734437465667725,0.10298836976289749,0.0,0.0,0.0,-0.05454979091882706,0.9985111355781555,0.7331947633483301,0.11618920629949013,0.0730749725154026,0.2752455409761543,0.0026026176478905314,-0.012494860216975212,-0.11346352100372314,0.2789447110413082,0.0013521610987556251,-0.012494863010942936,-0.11346355080604553,0.11652934551239014
4700000,3.546365737915039,0.09526453912258148,0.0,0.0,0.0,-0.05094098299741745,0.9987017512321472,0.7334393143712273,0.11359506849938737,0.07144343930779079,0.267061938726178,0.004318857274250287,-0.0120906513184309,-0.10492868721485138,0.27144122733774895,0.0032255081440315534,-0.012090654112398624,-0.10492870956659317,0.10915378481149673
4800000,3.6193742752075195,0.08805840462446213,0.0,0.0,0.0,-0.047420114278793335,0.9988751411437988,0.7338554481950994,0.11055804279315272,0.06953336024726585,0.2579443933184631,0.005764791787374098,-0.011565989814698696,-0.09694356471300125,0.2629185298200657,0.004828961692684907,-0.01156599260866642,-0.09694358706474304,0.10192611068487167
4900000,3.6924798488616943,0.08135542273521423,0.0,0.0,0.0,-0.044000349938869476,0.9990315437316895,0.7344164140141342,0.10713084762343934,0.06737789158706875,0.2480334920219092,0.00694730545847796,-0.010948242619633675,-0.08949737995862961,0.2535192385113264,0.006166608960816573,-0.0109482416883111,-0.08949737250804901,0.09487581253051758
5000000,3.765691041946411,0.07513970881700516,0.0,0.0,0.0,-0.04069322720170021,0.9991717338562012,0.7350961589968564,0.1033647698763127,0.06500928923038533,0.23746467443917244,0.007878334094160033,-0.010262112133204937,-0.08257686346769333,0.24338143929339742,0.007247493227753291,-0.01026211492717266,-0.08257688581943512,0.08802913874387741
5100000,3.8390138149261475,0.06939420849084854,0.0,0.0,0.0,-0.03750869259238243,0.9992963671684265,0.7358697309497402,0.09930958414956127,0.062458857955698915,0.22636760473133863,0.008572247654468526,-0.009530498646199703,-0.07616662234067917,0.2326379000766349,0.008084021353384284,-0.009530501440167427,-0.07616663724184036,0.08140894025564194
5200000,3.91245174407959,0.06410080194473267,0.0,0.0,0.0,-0.03445513918995857,0.9994063377380371,0.7367136054348389,0.09501344879472039,0.05975688603441533,0.21486542022385702,0.00904652895009928,-0.008773510344326496,-0.07024933397769928,0.22141530745173424,0.00869180545249616,-0.008773512206971645,-0.07024934887886047,0.07503500580787659
5300000,3.98600697517395,0.05924046039581299,0.0,0.0,0.0,-0.03153947368264198,0.9995024800300598,0.7376059628085261,0.09052277822906599,0.05693256492394087,0.20307420171615098,0.009320686076125918,-0.008008482865989208,-0.06480604410171509,0.20983365088687914,0.009088917791750669,-0.008008481003344059,-0.0648060292005539,0.06892391294240952
5400000,4.05967903137207,0.05479336529970169,0.0,0.0,0.0,-0.02876717783510685,0.9995862245559692,0.7385269189029535,0.08588209951140867,0.05401389906377904,0.1911025394174522,0.009416271213722337,-0.007250736001878977,-0.05981649085879326,0.19800572168542188,0.009295628061200267,-0.007250736001878977,-0.05981649085879326,0.06308941543102264
5500000,4.133466720581055,0.050739072263240814,0.0,0.0,0.0,-0.026142334565520287,0.9996582865715027,0.7394586846688344,0.08113390505203083,0.05102761324027097,0.17905127139491855,0.009355403224651428,-0.006512254010885954,-0.05525927245616913,0.18603676317195927,0.00933337362704455,-0.006512255407869816,-0.05525928735733032,0.057542309165000916
5600000,4.207367420196533,0.04705662652850151,0.0,0.0,0.0,-0.02366773784160614,0.9997199773788452,0.7403856339864916,0.07631849943702415,0.04799905624970073,0.16701325732111127,0.009160040258161087,-0.005803483538329601,-0.05111221224069595,0.17402419890236964,0.009223920708633915,-0.005803484935313463,-0.05111222341656685,0.05229064077138901
5700000,4.281376838684082,0.043724726885557175,0.0,0.0,0.0,-0.02134493738412857,0.999772310256958,0.7412943174356698,0.07147384609986371,0.0449521044653231,0.15507327361847523,0.008851950636120817,-0.005132551770657301,-0.04735252633690834,0.16205746628610873,0.008989036852973403,-0.005132553167641163,-0.047352537512779236,0.04733991622924805
5800000,4.355489730834961,0.04072186350822449,0.0,0.0,0.0,-0.019174322485923767,0.9998161792755127,0.7421734419567557,0.06663542260816062,0.04190907082274252,0.14330797645897295,0.008452348532665866,-0.004504992626607418,-0.04395703598856926,0.1502179319049922,0.008650140174780671,-0.004504992626607418,-0.04395703598856926,0.0426931157708168
5900000,4.4297003746032715,0.03802645206451416,0.0,0.0,0.0,-0.017155203968286514,0.9998528957366943,0.7430138338228176,0.061836091302360036,0.03889062346060378,0.1317859448663781,0.007982042122474478,-0.003924448974430561,-0.04090239480137825,0.13857888752202818,0.008228263636636781,-0.003924449905753136,-0.040902405977249146,0.03835100308060646
6000000,4.504002571105957,0.035616982728242874,0.0,0.0,0.0,-0.015285893343389034,0.999883234500885,0.743808340053513,0.057105996465017725,0.03591572104718095,0.12056784668207834,0.007459824463418587,-0.0033931611105799675,-0.03816531226038933,0.12720565341111076,0.007743025793101099,-0.0033931618090718985,-0.038165319710969925,0.03431209921836853
6100000,4.578390121459961,0.033472150564193726,0.0,0.0,0.0,-0.013563795015215874,0.9999080896377563,0.7445516846525192,0.05247248467626569,0.03300156268947528,0.10970659996212992,0.00690301120645016,-0.002911995630711317,-0.03572268784046173,0.11615571835387228,0.007212591009489047,-0.002911996329203248,-0.03572269529104233,0.030572984367609024
6200000,4.65285587310791,0.031570982187986374,0.0,0.0,0.0,-0.011985494755208492,0.9999282360076904,0.7452403012295756,0.047960053152610434,0.030163555441893357,0.099247627126282,0.00632686797634311,-0.0024809667374938726,-0.033551789820194244,0.10547895171895368,0.006653293215268474,-0.0024809674359858036,-0.03355179727077484,0.02712843008339405
6300000,4.72739315032959,0.029892949387431145,0.0,0.0,0.0,-0.010546849109232426,0.9999444484710693,0.7458721598342936,0.04359032805875254,0.0274153006658821,0.08922913329675433,0.005745097975494266,-0.0020983375143259764,-0.03163036331534386,0.09521785738143808,0.006079805143581797,-0.0020983379799872637,-0.031630370765924454,0.023971568793058395
6400000,4.801994800567627,0.028418084606528282,0.0,0.0,0.0,-0.009243076667189598,0.9999573826789856,0.74644658536517,0.03938207559228064,0.024768601001434364,0.07968244847385479,0.005169323409856362,-0.0017621119040995836,-0.0299367755651474,0.08540788337244748,0.005504873244676495,-0.001762112369760871,-0.029936783015727997,0.021094094961881638
6500000,4.876654624938965,0.02712707780301571,0.0,0.0,0.0,-0.008068847469985485,0.9999674558639526,0.7469640676655441,0.03535124341221097,0.022233486422774194,0.07063238166793234,0.00460931412230929,-0.0014691485557705164,-0.028450103476643562,0.07607775961752417,0.004939364363243171,-0.0014691483229398727,-0.028450099751353264,0.018486415967345238
6600000,4.951365947723389,0.026001358404755592,0.0,0.0,0.0,-0.007018376141786575,0.9999753832817078,0.7474260884253563,0.031511029017393256,0.019818257243643556,0.06209759373658196,0.004073363624504124,-0.0012166600208729506,-0.027150245383381844,0.06724985783848081,0.004392520389625596,-0.0012166602537035942,-0.02715025097131729,0.016137875616550446
6700000,5.026123046875,0.025023169815540314,0.0,0.0,0.0,-0.006085498258471489,0.9999815225601196,0.7478349271845027,0.02787197730974037,0.01752954547782413,0.054091033373039596,0.0035672857191933354,-0.001000850461423397,-0.026017969474196434,0.05894059950078513,0.0038714185173532325,-0.001000850461423397,-0.026017969474196434,0.014036867767572403
6800000,5.1009202003479,0.02417563460767269,0.0,0.0,0.0,-0.005263758823275566,0.9999862313270569,0.748193484818807,0.024442098976104925,0.01537238929314775,0.04662032592277503,0.003095813669931689,-0.000818414322566241,-0.025034984573721886,0.051160851680633654,0.0033816558442421015,-0.0008184144971892238,-0.025034990161657333,0.012171076610684395
6900000,5.17575216293335,0.023442799225449562,0.0,0.0,0.0,-0.004546487238258123,0.9999897480010986,0.748505117868107,0.02122700886734615,0.013350320042356065,0.03968821614473704,0.0026617213941825487,-0.0006656446494162083,-0.024183982983231544,0.04391635254377278,0.002927046745423098,-0.000665644824039191,-0.024183988571166992,0.010527568869292736
7000000,5.250613689422607,0.022809673100709915,0.0,0.0,0.0,-0.003926873207092285,0.9999923706054688,0.7487734873116165,0.01823007961051453,0.011465458874537442,0.03329298462993714,0.0022667339977423488,-0.0005389699945226312,-0.023448670282959938,0.037208131103151285,0.0025100863080707607,-0.000538970110937953,-0.023448675870895386,0.009093008004128933
7100000,5.325500965118408,0.022262251004576683,0.0,0.0,0.0,-0.003398031694814563,0.9999943375587463,0.7490024428333616,0.015452607149542693,0.009718620848768988,0.02742887724784517,0.001911696713165085,-0.0004345309571363032,-0.022813789546489716,0.031032933094616997,0.0021322278037857727,-0.000434531073551625,-0.022813795134425163,0.007853768765926361
7200000,5.400409698486328,0.021787531673908234,0.0,0.0,0.0,-0.0029530671890825033,0.9999956488609314,0.7491958982530285,0.012893985436696506,0.008109424802953777,0.022086532172275866,0.0015958597599241699,-0.00034965903614647686,-0.02226514182984829,0.025383647578911265,0.0017935333670421707,-0.00034965903614647686,-0.02226514182984829,0.00679607642814517
7300000,5.47533655166626,0.02137351967394352,0.0,0.0,0.0,-0.0025851319078356028,0.9999966621398926,0.7493577390457821,0.010551884570416304,0.006636405390198932,0.01725337983184017,0.0013183475757355286,-0.0002810120058711618,-0.02178957127034664,0.020249716714306216,0.001493473015242589,-0.0002810120058711618,-0.02178957127034664,0.005906143691390753
7400000,5.550278186798096,0.02100921981036663,0.0,0.0,0.0,-0.002287474926561117,0.9999974370002747,0.749491748315973,0.008422431327063076,0.005297126620794387,0.01291405414577522,0.0010772905019115295,-0.00022604092373512685,-0.02137497439980507,0.015617546453188257,0.0012306708152450612,-0.00022604092373512685,-0.02137497439980507,0.005170269403606653
7500000,5.625232219696045,0.020684625953435898,0.0,0.0,0.0,-0.0020534887444227934,0.9999979734420776,0.7496015462097088,0.0065003884760777625,0.004088294639042618,0.009050773503572076,0.00087062435271301,-0.00018206809181720018,-0.021010272204875946,0.011470898473601951,0.0010033162306004088,-0.00018206813547294587,-0.021010277792811394,0.004574954509735107
7600000,5.700196266174316,0.020390696823596954,0.0,0.0,0.0,-0.001876750262454152,0.9999983310699463,0.7496905275537232,0.0047793309374624116,0.0030058685141273024,0.005643717415644302,0.0006953374843389873,-0.00014726667723152786,-0.020685404539108276,0.007791272461547433,0.000808840274793974,-0.00014726670633535832,-0.020685410127043724,0.004106981214135885
7700000,5.775168418884277,0.020119331777095795,0.0,0.0,0.0,-0.0017510545440018177,0.9999984502792358,0.7497618130039546,0.0032518161170237213,0.002045167369197309,0.00267137414046841,0.0005483922474870956,-0.00011972848005825654,-0.02039128914475441,0.004558266509966521,0.0006443780199687283,-0.00011972848005825654,-0.02039128914475441,0.0037535028532147408
7800000,5.850147247314453,0.01986333541572094,0.0,0.0,0.0,-0.001670445199124515,0.9999986290931702,0.7498182427435613,0.0019095464524112847,0.0012009726115794243,0.00011086945075054436,0.0004270870613045406,-9.795789810596034e-05,-0.020119797438383102,0.0017499175428998428,0.000507167685206067,-9.795791993383318e-05,-0.02011980302631855,0.003502112114802003
7900000,5.925130844116211,0.0196163859218359,0.0,0.0,0.0,-0.0016292372019961476,0.9999986886978149,0.7498623521805236,0.0007435250426331066,0.0004676258129767967,-0.0020617071948955865,0.0003278841908223139,-8.088538743322715e-05,-0.019863717257976532,-0.0006569672602125302,0.0003939575064069029,-8.088538743322715e-05,-0.019863717257976532,0.0033408920280635357
8000000,6.000118255615234,0.019372984766960144,0.0,0.0,0.0,-0.0016220381949096918,0.9999986886978149,0.7498963791536435,-0.0002557988833286202,-0.00016087980083561015,-0.003871024860014315,0.0002482809672468794,-6.692403985653073e-05,-0.019616708159446716,-0.002686512906871603,0.00030196874245605796,-6.692403985653073e-05,-0.019616708159446716,0.003258475800976157
8100000,6.075109004974365,0.01912842132151127,0.0,0.0,0.0,-0.0016437628073617816,0.9999986290931702,0.7499222838685736,-0.0010983940013488825,-0.000690813837326341,-0.005342230203734921,0.00018550518774364464,-5.5407661420758814e-05,-0.019373266026377678,-0.004363489535709416,0.00022842678089457372,-5.5407661420758814e-05,-0.019373266026377678,0.0032440777868032455
8200000,6.150101661682129,0.018878720700740814,0.0,0.0,0.0,-0.0016896441811695695,0.9999986290931702,0.7499417494035684,-0.0017945209580884967,-0.0011286295333889915,-0.006500702169299895,0.00013679129844521316,-4.611932308762334e-05,-0.019128676503896713,-0.005713051720517751,0.00017056272939279817,-4.6119334001559764e-05,-0.01912868022918701,0.003287528408691287
